post_id,title,url,code,country,category,process,issue_fish_in_meat_context,issue_cheese_in_meat_context,issue_generic_swine_fish_combo,issue_wrong_no_casing_for_sausage,issue_casing_for_whole_cut,issue_generic_text,issue_dirty_title,issue_type_sir,issue_review_food_group,issue_count,recommendation
3075,"Jambon d’Ardenne – ardenska šunka",https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,MD-JAMBON_DARDENNE_ARDENSKI_PRSUT,Belgija,"Pršut | sušena šunka","hladno dimljeno | suho soljeno | Sušeno | zreno",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3081,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,MD-SAUCISSON_DARDENNE_ARDENSKI_KULEN,Belgija,"Kulen | trajna fermentirana kobasica","fermentacija + dimljenje + sušenje + zrenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3082,"НАНИЖЕН СУДЖУК (Nanižen Sudžuk)",https://drycured.com/recepti-baza/nanizen-sudzuk/,MD-NANIZEN_SUDZUK,Bugarska,"Suha kobasica","fermentacija + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3084,"СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka)",https://drycured.com/recepti-baza/smyadovska-lukanka/,MD-SMYADOVSKA_LUKANKA,Bugarska,"Suha kobasica",sušenje,YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3085,"СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma)",https://drycured.com/recepti-baza/staroplaninska-pastrma/,MD-STAROPLANINSKA_PASTRMA,Bugarska,"Sušeni cijeli komad",sušenje,YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3086,"Nadenitsa (Наденица)",https://drycured.com/recepti-baza/nadenitsa/,MD-NADENITSA,Hrvatska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3087,"Rulopep (Рулопеп)",https://drycured.com/recepti-baza/rulopep/,MD-RULOPEP,Hrvatska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3088,"Katino Meze (Катино мезе)",https://drycured.com/recepti-baza/katino-meze/,MD-KATINO_MEZE,Bugarska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3089,"Drobsarma (Дробсарма)",https://drycured.com/recepti-baza/drobsarma/,MD-DROBSARMA,Hrvatska,"Suha kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3090,"Maleshevska Babichka (Малешевска бабичка)",https://drycured.com/recepti-baza/maleshevska-babichka/,MD-MALESHEVSKA_BABICHKA,Hrvatska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3091,"Kraishte Pastarma (Краищенска пастърма)",https://drycured.com/recepti-baza/kraishte-pastarma/,MD-KRAISHTE_PASTARMA,Bugarska,"suhomesnati proizvod",,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3092,"Lukanka (Луканка)",https://drycured.com/recepti-baza/lukanka/,MD-LUKANKA,Bugarska,"Suha kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3093,"Sudjuk (Суджук)",https://drycured.com/recepti-baza/sudjuk/,MD-SUDJUK,Bugarska,"Suha kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3095,"Pastarma (Пастърма)",https://drycured.com/recepti-baza/pastarma/,MD-PASTARMA,Bugarska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3096,"Banski Starec (Бански старец)",https://drycured.com/recepti-baza/banski-starec/,MD-BANSKI_STAREC,Hrvatska,"Suha kobasica",,NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3097,"Lountza (Λούντζα)",https://drycured.com/recepti-baza/lountza/,MD-LOUNTZA,Grčka/Cipar,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3098,"Hiromeri (Χοιρομέρι)",https://drycured.com/recepti-baza/hiromeri/,MD-HIROMERI,,"Pršut | sušena šunka",sušenje,YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3099,"Tsamarella (Τσαμαρέλλα)",https://drycured.com/recepti-baza/tsamarella/,MD-TSAMARELLA,Grčka/Cipar,"suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3100,"Posyrti (Ποσυρτή)",https://drycured.com/recepti-baza/posyrti/,MD-POSYRTI,,"suhomesnati proizvod",,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3101,"Apohtin (Αποχτίν)",https://drycured.com/recepti-baza/apohtin/,MD-APOHTIN,Hrvatska,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3102,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,MD-LOUNZA_DIMLJENA_SVINJSKA_POTRBUSINA,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3103,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,MD-TSAMARELLA_SUSENA_KOZLETINA,Grčka/Cipar,"suhomesnati proizvod","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3104,"Hiromeri (Χοιρομέρι) - Ciparski pršut",https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,MD-HIROMERI_CIPARSKI_PRSUT,Cipar,"Pršut | sušena šunka","sušenje + zrenje + soljenje/salamurenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3107,"?? NIZOZEMSKA - Tradicionalni recepti",https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,MD-NIZOZEMSKA_TRADICIONALNI_RECEPTI,Nizozemska,"Suha kobasica",sušenje,YES,NO,YES,NO,NO,NO,YES,NO,NO,3,AUTO_FIX_RENDER_TEXT
3108,"Crmničke goveđe pastrve",https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,MD-CRMNICKE_GOVEDE_PASTRVE,Hrvatska,"suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3110,"Crnogorski suđuk",https://drycured.com/recepti-baza/crnogorski-suuk/,MD-CRNOGORSKI_SUDUK,"Crna Gora","suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3112,"Medisterpølse (Danska svježa začinjena kobasica)",https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,MD-MEDISTERP_LSE_DANSKA_SVJEZA_ZACINJENA_KOBASICA,Danska,"Suha kobasica","sušenje + zrenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3114,"Rullepølse (Danska rolana šunka)",https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,MD-RULLEP_LSE_DANSKA_ROLANA_SUNKA,Danska,"Pršut | sušena šunka",,NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3115,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,MD-FL_SKESTEG_DANSKA_PECENA_SVINJETINA_S_HRSKAVOM_KOZOM,Danska,"suhomesnati proizvod",,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3116,"Spegepølse (Danska fermentirana kobasica)",https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,MD-SPEGEP_LSE_DANSKA_FERMENTIRANA_KOBASICA,Danska,"Suha kobasica","fermentacija + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3117,"Irski spiced beef (Začinjeno sušeno goveđe meso)",https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,MD-IRSKI_SPICED_BEEF_ZACINJENO_SUSENO_GOVEDE_MESO,Irska,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3118,"Kasseler pečenka s pireom od jabuka i krupir knedlama",https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,MD-KASSELER_PECENKA_S_PIREOM_OD_JABUKA_I_KRUPIR_KNEDLAMA,Hrvatska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3120,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,MD-ROGATICKI_PLANINSKO_MORSKI_RARITET_VJETAR_I_MORE,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3121,"Istarski Morski Pršut ""Neptunov Dar""",https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,MD-ISTARSKI_MORSKI_PRSUT_NEPTUNOV_DAR,Hrvatska,"Pršut | sušena šunka","fermentacija + sušenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3122,"Potted Beef (konzervirano goveđe meso)",https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,MD-POTTED_BEEF_KONZERVIRANO_GOVEDE_MESO,Hrvatska,"Sušeni dimljeni cijeli komad",,YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3124,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,MD-ENGLESKI_SUSENI_GOVEDI_JEZIK_POTTED_OX_TONGUE,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3125,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,MD-TALIJANSKO_TOSKANSKI_RECEPT_ZA_SALAMU_SALAME_TOSCANO,Italija,"suha salama",,NO,NO,NO,NO,NO,NO,YES,NO,NO,1,AUTO_FIX_RENDER_TEXT
3126,"?? Austrijski recept za Kmetzelsuppe kobasicu",https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,MD-AUSTRIJSKI_RECEPT_ZA_KMETZELSUPPE_KOBASICU,Austrija,"Suha kobasica",,NO,NO,NO,NO,NO,NO,YES,NO,NO,1,AUTO_FIX_RENDER_TEXT
3127,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,MD-POLJSKA_KIE_BASA_LISIECKA_LISIECKA_KOBASICA,Poljska,"Suha kobasica","dimljenje + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3128,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,MD-KYLMASAVULOHI_HLADNO_DIMLJENI_LOSOS,Finska,"dimljena riba","hladno dimljeno",NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3129,"Jambon de Bayonne (Bajonska šunka)",https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,MD-JAMBON_DE_BAYONNE_BAJONSKA_SUNKA,Francuska,"Pršut | sušena šunka","soljenje + sušenje + zrenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3131,"SAUCISSON SEC D'AUVERGNE",https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,MD-SAUCISSON_SEC_DAUVERGNE,Hrvatska,"Suha kobasica","fermentacija + sušenje",YES,NO,YES,NO,NO,NO,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3132,"Armatia (Αρματιά)",https://drycured.com/recepti-baza/armatia/,MD-ARMATIA,,"suhomesnati proizvod",sušenje,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3133,"Pihti (Πηχτή)",https://drycured.com/recepti-baza/pihti/,MD-PIHTI,,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3134,"Kavourmas (Καβουρμάς)",https://drycured.com/recepti-baza/kavourmas/,MD-KAVOURMAS,Hrvatska,"suhomesnati proizvod",,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3136,"Loukaniko (Λουκάνικο)",https://drycured.com/recepti-baza/loukaniko/,MD-LOUKANIKO,Grčka/Cipar,"suhomesnati proizvod",sušenje,YES,NO,YES,YES,NO,YES,NO,NO,NO,4,AUTO_FIX_RENDER_TEXT
3137,"Apaki (Απάκι)",https://drycured.com/recepti-baza/apaki/,MD-APAKI,,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3138,"Noumboulo (Νούμπουλο)",https://drycured.com/recepti-baza/noumboulo/,MD-NOUMBOULO,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje",YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3139,"Syglino (Σύγκλινο)",https://drycured.com/recepti-baza/syglino/,MD-SYGLINO,Grčka/Cipar,"suhomesnati proizvod",sušenje,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3140,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,MD-SKIRTS_AND_KIDNEYS_TRADICIONALNA_IRSKA_MARINIRANA_GOVEDA_DIJAFRAGMA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3141,"Svið (Dimljena janjeća glava)",https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,MD-SVI_DIMLJENA_JANJECA_GLAVA,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3143,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",https://drycured.com/recepti-baza/torfrur-lambahryggur-zakopana-janjeca-lea/,MD-TORF_R_UR_LAMBAHRYGGUR_ZAKOPANA_JANJECA_LEDA,Island,"suhomesnati proizvod",sušenje,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3144,"Selshreifar (Sušeni tuljanovi peraji)",https://drycured.com/recepti-baza/selshreifar-suseni-tuljanovi-peraji/,MD-SELSHREIFAR_SUSENI_TULJANOVI_PERAJI,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3145,"Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa)",https://drycured.com/recepti-baza/hakarlasullur-fermentirani-trbuh-grenlandskog-morskog-psa/,MD-HAKARLASULLUR_FERMENTIRANI_TRBUH_GRENLANDSKOG_MORSKOG_PSA,Island,"suhomesnati proizvod","fermentacija + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3146,"Gellur (Sušeni riblji jezici)",https://drycured.com/recepti-baza/gellur-suseni-riblji-jezici/,MD-GELLUR_SUSENI_RIBLJI_JEZICI,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3147,"Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom)",https://drycured.com/recepti-baza/sursair-hrutspungar-me-lyngi-fermentirani-ovnovski-testisi-s-vrijeskom/,MD-SURSA_IR_HRUTSPUNGAR_ME_LYNGI_FERMENTIRANI_OVNOVSKI_TESTISI_S_VRIJESKOM,Island,"suhomesnati proizvod","fermentacija + sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3148,"Sviðasulta (Želatinizirano janjeće meso s glave)",https://drycured.com/recepti-baza/sviasulta-zelatinizirano-janjece-meso-s-glave/,MD-SVI_ASULTA_ZELATINIZIRANO_JANJECE_MESO_S_GLAVE,Island,"suhomesnati proizvod",,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3149,"Harðfiskur (Sušeni oslić)",https://drycured.com/recepti-baza/harfiskur-suseni-oslic/,MD-HAR_FISKUR_SUSENI_OSLIC,Hrvatska,"suhomesnati proizvod",sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3150,"Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa)",https://drycured.com/recepti-baza/kstur-hakarl-fermentirano-meso-grenlandskog-morskog-psa/,MD-K_STUR_HAKARL_FERMENTIRANO_MESO_GRENLANDSKOG_MORSKOG_PSA,Island,"fermentirano i sušeno meso morskog psa","fermentacija + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3151,"Pastërma (Sušena govedina)",https://drycured.com/recepti-baza/pasterma-susena-govedina/,MD-PASTERMA_SUSENA_GOVEDINA,,"Sušeni cijeli komad","sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3152,"Skilandis (Tradicinis lietuviškas skilandis)",https://drycured.com/recepti-baza/skilandis-tradicinis-lietuviskas-skilandis/,MD-SKILANDIS_TRADICINIS_LIETUVISKAS_SKILANDIS,Litva,"punjeni i sušeni mesni proizvod","punjenje u prirodni omotač + dimljenje/sušenje/zrenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3153,"Kindziukas (Kindzius)",https://drycured.com/recepti-baza/kindziukas-kindzius/,MD-KINDZIUKAS_KINDZIUS,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3154,"Lašiniai (Tradicionalna litavska slanina)",https://drycured.com/recepti-baza/lasiniai-tradicionalna-litavska-slanina/,MD-LASINIAI_TRADICIONALNA_LITAVSKA_SLANINA,Litva,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + soljenje/salamurenje",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3155,"Vytinta dešra (Sušena litavska kobasica)",https://drycured.com/recepti-baza/vytinta-desra-susena-litavska-kobasica/,MD-VYTINTA_DESRA_SUSENA_LITAVSKA_KOBASICA,Litva,"Suha kobasica","dimljenje + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3156,"Lički Planinarski Navršak",https://drycured.com/recepti-baza/licki-planinarski-navrsak/,MD-LICKI_PLANINARSKI_NAVRSAK,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3158,"Mađarska Slanina (Szalonna)",https://drycured.com/recepti-baza/maarska-slanina-szalonna/,MD-MADARSKA_SLANINA_SZALONNA,Mađarska,"Sušeni dimljeni cijeli komad",sušenje,NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3159,"Mađarska Dimljena Šunka (Füstölt Sonka)",https://drycured.com/recepti-baza/maarska-dimljena-sunka-fustolt-sonka/,MD-MADARSKA_DIMLJENA_SUNKA_FUSTOLT_SONKA,Mađarska,"Pršut | sušena šunka","dimljenje + sušenje + soljenje/salamurenje",YES,NO,YES,NO,YES,NO,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3160,"Mađarski Dimljeni Jezik (Füstölt Nyelv)",https://drycured.com/recepti-baza/maarski-dimljeni-jezik-fustolt-nyelv/,MD-MADARSKI_DIMLJENI_JEZIK_FUSTOLT_NYELV,Mađarska,"suhomesnati proizvod","dimljenje + soljenje/salamurenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3162,"Ossenworst (Goveđa sirova kobasica)",https://drycured.com/recepti-baza/ossenworst-govea-sirova-kobasica/,MD-OSSENWORST_GOVEDA_SIROVA_KOBASICA,Hrvatska,"Suha kobasica",zrenje,NO,NO,NO,NO,NO,NO,NO,NO,YES,1,REVIEW_CATEGORY_OR_SCOPE
3163,"MOSTBRÖCKLI (ALPSKA SUŠENA GOVEDINA)",https://drycured.com/recepti-baza/mostbrockli-alpska-susena-govedina/,MD-MOSTBROCKLI_ALPSKA_SUSENA_GOVEDINA,Hrvatska,"Sušeni dimljeni cijeli komad","dimljenje + sušenje + zrenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
3164,"HOLSTEINER KATENSCHINKEN (HOLŠTAJNSKA DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/holsteiner-katenschinken-holstajnska-dimljena-sunka/,MD-HOLSTEINER_KATENSCHINKEN_HOLSTAJNSKA_DIMLJENA_SUNKA,Hrvatska,"Pršut | sušena šunka","dimljenje + zrenje",NO,NO,NO,NO,YES,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3166,"Leichter Karreeschinken s povrćem u eintopfu",https://drycured.com/recepti-baza/leichter-karreeschinken-s-povrcem-u-eintopfu/,MD-LEICHTER_KARREESCHINKEN_S_POVRCEM_U_EINTOPFU,Hrvatska,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3168,"RAKFISK (FERMENTIRANI SLATKOVODNI LOSOS)",https://drycured.com/recepti-baza/rakfisk-fermentirani-slatkovodni-losos/,MD-RAKFISK_FERMENTIRANI_SLATKOVODNI_LOSOS,Norveška,"fermentirana riba","soljenje + kontrolirana fermentacija",NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3169,"LUTEFISK (SUŠENI BAKALAR)",https://drycured.com/recepti-baza/lutefisk-suseni-bakalar/,MD-LUTEFISK_SUSENI_BAKALAR,Norveška,"sušena riba","sušenje + lužnati postupak",YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3170,"SMALAHOVE (SUŠENA OVČJA GLAVA)",https://drycured.com/recepti-baza/smalahove-susena-ovcja-glava/,MD-SMALAHOVE_SUSENA_OVCJA_GLAVA,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3171,"FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA)",https://drycured.com/recepti-baza/fareplse-tradicionalna-ovcja-kobasica/,MD-FAREP_LSE_TRADICIONALNA_OVCJA_KOBASICA,Danska/Norveška,"Suha kobasica","fermentacija + sušenje",YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3172,"ELGKJØTT SPEKEMAT (SUHO MESO LOSA)",https://drycured.com/recepti-baza/elgkjtt-spekemat-suho-meso-losa/,MD-ELGKJ_TT_SPEKEMAT_SUHO_MESO_LOSA,Hrvatska,"Sušeni cijeli komad",sušenje,YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3173,"TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM)",https://drycured.com/recepti-baza/tjukkmjlksplse-fermentirana-kobasica-s-mlijecnom-kulturom/,MD-TJUKKMJ_LKSP_LSE_FERMENTIRANA_KOBASICA_S_MLIJECNOM_KULTUROM,Danska/Norveška,"Suha kobasica","fermentacija + sušenje",YES,NO,NO,NO,NO,NO,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3174,"REINSDYRHJERTE (SUŠENO SRCE SOBA)",https://drycured.com/recepti-baza/reinsdyrhjerte-suseno-srce-soba/,MD-REINSDYRHJERTE_SUSENO_SRCE_SOBA,Norveška,"suhomesnati proizvod",sušenje,YES,NO,NO,NO,NO,YES,NO,NO,NO,2,AUTO_FIX_RENDER_TEXT
3176,"RØKELAKS (DIMLJENI LOSOS)",https://drycured.com/recepti-baza/rkelaks-dimljeni-losos/,MD-R_KELAKS_DIMLJENI_LOSOS,Norveška,"dimljena riba",dimljenje,NO,NO,NO,NO,NO,YES,NO,NO,YES,2,REVIEW_CATEGORY_OR_SCOPE
3178,"Kuşbaşı Jerky (Turski goveđi jerky)",https://drycured.com/recepti-baza/kusbas-jerky-turski-govei-jerky/,MD-KU_BA_JERKY_TURSKI_GOVEDI_JERKY,Hrvatska,jerky,sušenje,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3179,"Işkembe Dolması (Punjeni goveđi burag)",https://drycured.com/recepti-baza/iskembe-dolmas-punjeni-govei-burag/,MD-I_KEMBE_DOLMAS_PUNJENI_GOVEDI_BURAG,,"suhomesnati proizvod","dimljenje + sušenje",NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3180,"Varaždinski Š(p)ek",https://drycured.com/recepti-baza/varazdinski-s-p-ek/,MD-VARAZDINSKI_S_P_EK,,"suhomesnati proizvod",,YES,NO,YES,NO,NO,YES,NO,NO,NO,3,AUTO_FIX_RENDER_TEXT
3181,"Đurđevački Zelenjak",https://drycured.com/recepti-baza/urevacki-zelenjak/,MD-DURDEVACKI_ZELENJAK,,"suhomesnati proizvod",,NO,NO,NO,NO,NO,YES,NO,NO,NO,1,AUTO_FIX_RENDER_TEXT
3182,"KINDZIUK (POLJSKO-LITAVSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/kindziuk-poljsko-litavska-suha-kobasica/,MD-KINDZIUK_POLJSKO_LITAVSKA_SUHA_KOBASICA,Litva,"Suha kobasica","fermentacija + sušenje",NO,NO,NO,NO,NO,NO,NO,NO,NO,0,OK_CONTENT_BASIC
