Br.,Naziv recepta/proizvoda,Status za bazu,Razlog odluke,Skupina,Broj izvora,Oznake izvora,Izvorne datoteke
252,Zlatiborska pršuta,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
253,Čajna kobasica,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-18,116155486-Domaće-kobasice-i-sl(1).doc
254,Čajna kobasica od gotovih začina iz Zrenjanina,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-18,116155486-Domaće-kobasice-i-sl(1).doc
255,Četvrtasta mortadela,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Salame i srodni proizvodi,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
256,Češnjovke,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-18,116155486-Domaće-kobasice-i-sl(1).doc
257,Češnjovke 1. 2021,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-16,Češnjovke 1.2021..odt
258,Đakovačke kobasice,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
259,Đakovački kulen,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kulen / sudžuk / veliki punjeni proizvodi,5,"IZV-17, IZV-07, IZV-12, IZV-03, IZV-05",224336073-Proizvodi-Od-Mesa-a5.pdf; 252216929-Kobasice-recepti.docx; 294416263-Recepti-Za-Kobasice.pdf; 54317045-kavurma-kobasice-kulen.odt; 77266164-Recepti-za-kobasice.pdf
260,Đevenica,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kulen / sudžuk / veliki punjeni proizvodi,5,"IZV-17, IZV-07, IZV-12, IZV-03, IZV-05",224336073-Proizvodi-Od-Mesa-a5.pdf; 252216929-Kobasice-recepti.docx; 294416263-Recepti-Za-Kobasice.pdf; 54317045-kavurma-kobasice-kulen.odt; 77266164-Recepti-za-kobasice.pdf
261,Šestinske kobasice,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
262,Šunka ostavljena u masti,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
263,Šunkarica od gotovih začina,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-18,116155486-Domaće-kobasice-i-sl(1).doc
264,Švargla,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
265,Švargla za specijalne prilike,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
266,„Debreceni” slanina,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
267,„Posne” pihtije,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
268,„Čabai” slanina,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
269,„Đulai” kobasica,KANDIDAT_PROIZVOD_DRYCURED,Naziv označava mesni/suhomesnati proizvod ili proizvodnu recepturu; ulazi u radni popis za pojedinačnu provjeru.,Kobasice i pečenice,5,"IZV-17, IZV-07, IZV-12, IZV-03, IZV-05",224336073-Proizvodi-Od-Mesa-a5.pdf; 252216929-Kobasice-recepti.docx; 294416263-Recepti-Za-Kobasice.pdf; 54317045-kavurma-kobasice-kulen.odt; 77266164-Recepti-za-kobasice.pdf
270,Carsko meso,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
271,Debreciner,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,Kobasice i pečenice,5,"IZV-17, IZV-07, IZV-12, IZV-03, IZV-05",224336073-Proizvodi-Od-Mesa-a5.pdf; 252216929-Kobasice-recepti.docx; 294416263-Recepti-Za-Kobasice.pdf; 54317045-kavurma-kobasice-kulen.odt; 77266164-Recepti-za-kobasice.pdf
272,Dimljeni jezik,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
273,Domaće tlačenice,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
274,Konzervisana pihtija,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.","Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
275,Mesna kaša,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.",Salame i srodni proizvodi,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
276,MeĐimurske crne ćurke,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
277,Pečeno meso preliveno mašću,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
278,Sitno pečenje,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
279,Suva ovčetina,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
280,Svinjski jezik iz salamure,POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.","Slanine, šunke, pršuti i cijeli komadi",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
281,Vojvođanska pirindžara,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
282,"Zatop, ili ovčiji ajvar",POTREBNA_RUČNA_PROVJERA,"Naziv može označavati proizvod, poluproizvod ili jelo; prije ulaska u bazu treba ručno provjeriti izvorni recept.","Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
283,Švargl s češnjakom i jabučnim octom,POTREBNA_RUČNA_PROVJERA,Nije dovoljno jasno iz samog naziva; potrebna je ručna provjera prije odluke.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-11,170526962-SUŠENJE-MESA.docx
284,IZRADA PRŠUTA,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Slanine, šunke, pršuti i cijeli komadi",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
285,IZRADA SVINJSKE ROLANKE,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
286,KOBASICE OD IZNUTRICA,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
287,KULINARSKI SPECIJALITETI OD SVINJSKOG MESA,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulen / sudžuk / veliki punjeni proizvodi,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
288,Kombinirano salamurenje domaće slanine,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-11,170526962-SUŠENJE-MESA.docx
289,Kulen - tehnološki model,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulen / sudžuk / veliki punjeni proizvodi,1,IZV-04,302233148-proizvodnja-trajnih-kobasica.docx
290,Mađarska salamura,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
291,Mokra salamura za slaninu,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-11,170526962-SUŠENJE-MESA.docx
292,PRIPRAVLJANJE DOMAĆE SVINJSKE MASTI,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
293,PRIPRAVLJANJE HLADETINE,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
294,PRIPRAVLJANJE PAŠTETE,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
295,PRIPRAVLJANJE ZASEKE,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
296,Salamura,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
297,Suha salamura za slaninu,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.","Salamure, mast i konzerviranje",1,IZV-11,170526962-SUŠENJE-MESA.docx
298,Trajne kobasice - tehnološki model,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kobasice i pečenice,1,IZV-04,302233148-proizvodnja-trajnih-kobasica.docx
299,●DRUGI RECEPT●,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
300,●PRVI RECEPT●,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
301,●TREĆI RECEPT●,POMOĆNI_TEHNOLOŠKI_ZAPIS,"Tehnološki postupak, salamura, poglavlje ili opći model; koristi se kao pomoćni izvor, ne kao javni recept proizvoda.",Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
302,Bubrezi u umaku,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
303,Crnogorske mušnice,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
304,Džigerica sa začinima,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
305,Džigerica u krvi,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
306,Džigerica u maramici,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
307,Džigerica u tegli,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Iznutrice, krvavice, tlačenice, paštete i pihtije",1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
308,Gratinirani sendvič,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
309,Kiseli kupus sa pečenicima,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
310,Kobasica za pečenje sa limunom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
311,Kolinjski paprikaš,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
312,Kolinjski složenac,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
313,Konzervisani perkelt,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
314,Krumpiruša u kobasicama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
315,Leskovačka mućkalica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
316,Leskovačka mućkalica (sa dinstanim mesom),ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
317,Leskovački uštipci,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
318,Medaljuni s kremom od gorgonzole,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
319,Miješana palenta,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
320,Musaka od kobasica i vrganja,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
321,Mućkalica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
322,Nizozemska pogača,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
323,Paprikaš od kobasica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
324,Paprikaš od kožurica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
325,Pečenje s gljivama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
326,Pladanj za hladne dane,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
327,Pljeskavica,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
328,Posna sarma,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
329,Povrtni ragu,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
330,Prhka savijača od šunke,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
331,Proljetni omlet,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
332,Pržena svinjska jetra,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
333,Pržena svinjska slezena,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
334,Punjena svinjska prsa,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
335,Punjena šunka,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,"Slanine, šunke, pršuti i cijeli komadi",1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
336,Punjeni cvjetovi tikve,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
337,Punjeni pileći batak,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
338,Rezanci sa slaninom,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
339,Rižoto sa slaninom i pečenicama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
340,Salata s kobasicama,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kobasice i pečenice,1,IZV-19,219570442-Željko-Pavičić-Kolinje-i-Mesni-Specijaliteti.pdf
341,Sarma od kiselog kupusa s pirinčem,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
342,Sarma od kiselog kupusa sa mesom # 1,ISKLJUČENO_JELO,Gotovo kulinarsko jelo ili jelo sa suhomesnatim/mesnim proizvodom; ne ulazi u receptnu bazu proizvoda.,Kulinarski i ostali mesni recepti,1,IZV-17,224336073-Proizvodi-Od-Mesa-a5.pdf
