post_id,title,url,code,valid_dcv5_profile,source_chars,heading_like_count,has_radni_sazetak,has_sastojci,has_postupak,has_crijeva_omotac,has_cesnjak,has_gotovo_je_kad,has_greske_rjesenja,has_cuvanje_posluzivanje,has_internal_or_dirty_title,likely_not_drycured_recipe,render_group
3095,"Pastarma (Пастърма)",https://drycured.com/recepti-baza/pastarma/,MD-PASTARMA,NO,3457,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3096,"Banski Starec (Бански старец)",https://drycured.com/recepti-baza/banski-starec/,MD-BANSKI_STAREC,NO,4147,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3097,"Lountza (Λούντζα)",https://drycured.com/recepti-baza/lountza/,MD-LOUNTZA,NO,3796,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3098,"Hiromeri (Χοιρομέρι)",https://drycured.com/recepti-baza/hiromeri/,MD-HIROMERI,NO,3526,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3099,"Tsamarella (Τσαμαρέλλα)",https://drycured.com/recepti-baza/tsamarella/,MD-TSAMARELLA,NO,3603,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3100,"Posyrti (Ποσυρτή)",https://drycured.com/recepti-baza/posyrti/,MD-POSYRTI,NO,3640,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3101,"Apohtin (Αποχτίν)",https://drycured.com/recepti-baza/apohtin/,MD-APOHTIN,NO,3700,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3102,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,MD-LOUNZA_DIMLJENA_SVINJSKA_POTRBUSINA,NO,3623,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3103,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,MD-TSAMARELLA_SUSENA_KOZLETINA,NO,3566,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3104,"Hiromeri (Χοιρομέρι) - Ciparski pršut",https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,MD-HIROMERI_CIPARSKI_PRSUT,NO,3531,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3105,"Apohti (Απόχτι) - Dimljeni svinjski file",https://drycured.com/recepti-baza/apohti-dimljeni-svinjski-file/,MD-APOHTI_DIMLJENI_SVINJSKI_FILE,YES,3633,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3106,"Pastourma (Παστουρμάς) - Ciparski začinjeni sušeni goveđi file",https://drycured.com/recepti-baza/pastourma-ciparski-zacinjeni-suseni-govei-file/,MD-PASTOURMA_CIPARSKI_ZACINJENI_SUSENI_GOVEDI_FILE,YES,3673,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3107,"?? NIZOZEMSKA - Tradicionalni recepti",https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,MD-NIZOZEMSKA_TRADICIONALNI_RECEPTI,NO,3982,10,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,FALLBACK_TO_STRUCTURE
3108,"Crmničke goveđe pastrve",https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,MD-CRMNICKE_GOVEDE_PASTRVE,NO,3640,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3110,"Crnogorski suđuk",https://drycured.com/recepti-baza/crnogorski-suuk/,MD-CRNOGORSKI_SUDUK,NO,3483,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3112,"Medisterpølse (Danska svježa začinjena kobasica)",https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,MD-MEDISTERP_LSE_DANSKA_SVJEZA_ZACINJENA_KOBASICA,NO,4055,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3114,"Rullepølse (Danska rolana šunka)",https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,MD-RULLEP_LSE_DANSKA_ROLANA_SUNKA,NO,3381,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3115,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,MD-FL_SKESTEG_DANSKA_PECENA_SVINJETINA_S_HRSKAVOM_KOZOM,NO,3635,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3116,"Spegepølse (Danska fermentirana kobasica)",https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,MD-SPEGEP_LSE_DANSKA_FERMENTIRANA_KOBASICA,NO,4112,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3117,"Irski spiced beef (Začinjeno sušeno goveđe meso)",https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,MD-IRSKI_SPICED_BEEF_ZACINJENO_SUSENO_GOVEDE_MESO,NO,3765,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3118,"Kasseler pečenka s pireom od jabuka i krupir knedlama",https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,MD-KASSELER_PECENKA_S_PIREOM_OD_JABUKA_I_KRUPIR_KNEDLAMA,NO,3865,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3120,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,MD-ROGATICKI_PLANINSKO_MORSKI_RARITET_VJETAR_I_MORE,NO,3662,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3121,"Istarski Morski Pršut ""Neptunov Dar""",https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,MD-ISTARSKI_MORSKI_PRSUT_NEPTUNOV_DAR,NO,3326,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3122,"Potted Beef (konzervirano goveđe meso)",https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,MD-POTTED_BEEF_KONZERVIRANO_GOVEDE_MESO,NO,3789,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3124,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,MD-ENGLESKI_SUSENI_GOVEDI_JEZIK_POTTED_OX_TONGUE,NO,3872,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3125,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,MD-TALIJANSKO_TOSKANSKI_RECEPT_ZA_SALAMU_SALAME_TOSCANO,NO,3847,11,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,FALLBACK_TO_STRUCTURE
3126,"?? Austrijski recept za Kmetzelsuppe kobasicu",https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,MD-AUSTRIJSKI_RECEPT_ZA_KMETZELSUPPE_KOBASICU,NO,3850,10,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,FALLBACK_TO_STRUCTURE
3127,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,MD-POLJSKA_KIE_BASA_LISIECKA_LISIECKA_KOBASICA,NO,4504,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3128,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,MD-KYLMASAVULOHI_HLADNO_DIMLJENI_LOSOS,NO,3499,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3129,"Jambon de Bayonne (Bajonska šunka)",https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,MD-JAMBON_DE_BAYONNE_BAJONSKA_SUNKA,NO,3656,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3131,"SAUCISSON SEC D'AUVERGNE",https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,MD-SAUCISSON_SEC_DAUVERGNE,NO,4281,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3132,"Armatia (Αρματιά)",https://drycured.com/recepti-baza/armatia/,MD-ARMATIA,NO,3849,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3133,"Pihti (Πηχτή)",https://drycured.com/recepti-baza/pihti/,MD-PIHTI,NO,3707,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3134,"Kavourmas (Καβουρμάς)",https://drycured.com/recepti-baza/kavourmas/,MD-KAVOURMAS,NO,3881,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3135,"Pastourmas (Παστουρμάς)",https://drycured.com/recepti-baza/pastourmas/,MD-PASTOURMAS,YES,3608,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3136,"Loukaniko (Λουκάνικο)",https://drycured.com/recepti-baza/loukaniko/,MD-LOUKANIKO,NO,3865,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3137,"Apaki (Απάκι)",https://drycured.com/recepti-baza/apaki/,MD-APAKI,NO,3626,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3138,"Noumboulo (Νούμπουλο)",https://drycured.com/recepti-baza/noumboulo/,MD-NOUMBOULO,NO,3875,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3139,"Syglino (Σύγκλινο)",https://drycured.com/recepti-baza/syglino/,MD-SYGLINO,NO,3678,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3140,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,MD-SKIRTS_AND_KIDNEYS_TRADICIONALNA_IRSKA_MARINIRANA_GOVEDA_DIJAFRAGMA,NO,3782,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3141,"Svið (Dimljena janjeća glava)",https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,MD-SVI_DIMLJENA_JANJECA_GLAVA,NO,3567,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3142,"Heilhornað Hangikjöt (Sušena janjeća rebra)",https://drycured.com/recepti-baza/heilhorna-hangikjot-susena-janjeca-rebra/,MD-HEILHORNA_HANGIKJOT_SUSENA_JANJECA_REBRA,YES,3614,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3143,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",https://drycured.com/recepti-baza/torfrur-lambahryggur-zakopana-janjeca-lea/,MD-TORF_R_UR_LAMBAHRYGGUR_ZAKOPANA_JANJECA_LEDA,NO,3715,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3144,"Selshreifar (Sušeni tuljanovi peraji)",https://drycured.com/recepti-baza/selshreifar-suseni-tuljanovi-peraji/,MD-SELSHREIFAR_SUSENI_TULJANOVI_PERAJI,NO,3692,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3145,"Hákarlasullur (Fermentirani trbuh grenlandskog morskog psa)",https://drycured.com/recepti-baza/hakarlasullur-fermentirani-trbuh-grenlandskog-morskog-psa/,MD-HAKARLASULLUR_FERMENTIRANI_TRBUH_GRENLANDSKOG_MORSKOG_PSA,NO,3632,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3146,"Gellur (Sušeni riblji jezici)",https://drycured.com/recepti-baza/gellur-suseni-riblji-jezici/,MD-GELLUR_SUSENI_RIBLJI_JEZICI,NO,3674,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3147,"Súrsaðir Hrútspungar Með Lyngi (Fermentirani ovnovski testisi s vrijeskom)",https://drycured.com/recepti-baza/sursair-hrutspungar-me-lyngi-fermentirani-ovnovski-testisi-s-vrijeskom/,MD-SURSA_IR_HRUTSPUNGAR_ME_LYNGI_FERMENTIRANI_OVNOVSKI_TESTISI_S_VRIJESKOM,NO,3764,11,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,FALLBACK_TO_STRUCTURE
3148,"Sviðasulta (Želatinizirano janjeće meso s glave)",https://drycured.com/recepti-baza/sviasulta-zelatinizirano-janjece-meso-s-glave/,MD-SVI_ASULTA_ZELATINIZIRANO_JANJECE_MESO_S_GLAVE,NO,3800,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3149,"Harðfiskur (Sušeni oslić)",https://drycured.com/recepti-baza/harfiskur-suseni-oslic/,MD-HAR_FISKUR_SUSENI_OSLIC,NO,3437,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3150,"Kæstur Hákarl (Fermentirano meso grenlandskog morskog psa)",https://drycured.com/recepti-baza/kstur-hakarl-fermentirano-meso-grenlandskog-morskog-psa/,MD-K_STUR_HAKARL_FERMENTIRANO_MESO_GRENLANDSKOG_MORSKOG_PSA,NO,3440,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3151,"Pastërma (Sušena govedina)",https://drycured.com/recepti-baza/pasterma-susena-govedina/,MD-PASTERMA_SUSENA_GOVEDINA,NO,3425,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3152,"Skilandis (Tradicinis lietuviškas skilandis)",https://drycured.com/recepti-baza/skilandis-tradicinis-lietuviskas-skilandis/,MD-SKILANDIS_TRADICINIS_LIETUVISKAS_SKILANDIS,NO,3567,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3153,"Kindziukas (Kindzius)",https://drycured.com/recepti-baza/kindziukas-kindzius/,MD-KINDZIUKAS_KINDZIUS,NO,3664,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3154,"Lašiniai (Tradicionalna litavska slanina)",https://drycured.com/recepti-baza/lasiniai-tradicionalna-litavska-slanina/,MD-LASINIAI_TRADICIONALNA_LITAVSKA_SLANINA,NO,3321,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3155,"Vytinta dešra (Sušena litavska kobasica)",https://drycured.com/recepti-baza/vytinta-desra-susena-litavska-kobasica/,MD-VYTINTA_DESRA_SUSENA_LITAVSKA_KOBASICA,NO,4010,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3156,"Lički Planinarski Navršak",https://drycured.com/recepti-baza/licki-planinarski-navrsak/,MD-LICKI_PLANINARSKI_NAVRSAK,NO,3472,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3158,"Mađarska Slanina (Szalonna)",https://drycured.com/recepti-baza/maarska-slanina-szalonna/,MD-MADARSKA_SLANINA_SZALONNA,NO,3332,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3159,"Mađarska Dimljena Šunka (Füstölt Sonka)",https://drycured.com/recepti-baza/maarska-dimljena-sunka-fustolt-sonka/,MD-MADARSKA_DIMLJENA_SUNKA_FUSTOLT_SONKA,NO,3457,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3160,"Mađarski Dimljeni Jezik (Füstölt Nyelv)",https://drycured.com/recepti-baza/maarski-dimljeni-jezik-fustolt-nyelv/,MD-MADARSKI_DIMLJENI_JEZIK_FUSTOLT_NYELV,NO,3535,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3162,"Ossenworst (Goveđa sirova kobasica)",https://drycured.com/recepti-baza/ossenworst-govea-sirova-kobasica/,MD-OSSENWORST_GOVEDA_SIROVA_KOBASICA,NO,4058,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3163,"MOSTBRÖCKLI (ALPSKA SUŠENA GOVEDINA)",https://drycured.com/recepti-baza/mostbrockli-alpska-susena-govedina/,MD-MOSTBROCKLI_ALPSKA_SUSENA_GOVEDINA,NO,4005,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3164,"HOLSTEINER KATENSCHINKEN (HOLŠTAJNSKA DIMLJENA ŠUNKA)",https://drycured.com/recepti-baza/holsteiner-katenschinken-holstajnska-dimljena-sunka/,MD-HOLSTEINER_KATENSCHINKEN_HOLSTAJNSKA_DIMLJENA_SUNKA,NO,3972,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3166,"Leichter Karreeschinken s povrćem u eintopfu",https://drycured.com/recepti-baza/leichter-karreeschinken-s-povrcem-u-eintopfu/,MD-LEICHTER_KARREESCHINKEN_S_POVRCEM_U_EINTOPFU,NO,4001,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3168,"RAKFISK (FERMENTIRANI SLATKOVODNI LOSOS)",https://drycured.com/recepti-baza/rakfisk-fermentirani-slatkovodni-losos/,MD-RAKFISK_FERMENTIRANI_SLATKOVODNI_LOSOS,NO,3587,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3169,"LUTEFISK (SUŠENI BAKALAR)",https://drycured.com/recepti-baza/lutefisk-suseni-bakalar/,MD-LUTEFISK_SUSENI_BAKALAR,NO,3487,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3170,"SMALAHOVE (SUŠENA OVČJA GLAVA)",https://drycured.com/recepti-baza/smalahove-susena-ovcja-glava/,MD-SMALAHOVE_SUSENA_OVCJA_GLAVA,NO,3575,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3171,"FÅREPØLSE (TRADICIONALNA OVČJA KOBASICA)",https://drycured.com/recepti-baza/fareplse-tradicionalna-ovcja-kobasica/,MD-FAREP_LSE_TRADICIONALNA_OVCJA_KOBASICA,NO,4247,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3172,"ELGKJØTT SPEKEMAT (SUHO MESO LOSA)",https://drycured.com/recepti-baza/elgkjtt-spekemat-suho-meso-losa/,MD-ELGKJ_TT_SPEKEMAT_SUHO_MESO_LOSA,NO,3483,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3173,"TJUKKMJØLKSPØLSE (FERMENTIRANA KOBASICA S MLIJEČNOM KULTUROM)",https://drycured.com/recepti-baza/tjukkmjlksplse-fermentirana-kobasica-s-mlijecnom-kulturom/,MD-TJUKKMJ_LKSP_LSE_FERMENTIRANA_KOBASICA_S_MLIJECNOM_KULTUROM,NO,4494,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3174,"REINSDYRHJERTE (SUŠENO SRCE SOBA)",https://drycured.com/recepti-baza/reinsdyrhjerte-suseno-srce-soba/,MD-REINSDYRHJERTE_SUSENO_SRCE_SOBA,NO,3622,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3175,"PINNEKJØTT (SUŠENA REBRA)",https://drycured.com/recepti-baza/pinnekjtt-susena-rebra/,MD-PINNEKJ_TT_SUSENA_REBRA,YES,3566,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3176,"RØKELAKS (DIMLJENI LOSOS)",https://drycured.com/recepti-baza/rkelaks-dimljeni-losos/,MD-R_KELAKS_DIMLJENI_LOSOS,NO,3711,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,REVIEW,FALLBACK_TO_STRUCTURE
3178,"Kuşbaşı Jerky (Turski goveđi jerky)",https://drycured.com/recepti-baza/kusbas-jerky-turski-govei-jerky/,MD-KU_BA_JERKY_TURSKI_GOVEDI_JERKY,NO,3831,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3179,"Işkembe Dolması (Punjeni goveđi burag)",https://drycured.com/recepti-baza/iskembe-dolmas-punjeni-govei-burag/,MD-I_KEMBE_DOLMAS_PUNJENI_GOVEDI_BURAG,NO,3829,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3180,"Varaždinski Š(p)ek",https://drycured.com/recepti-baza/varazdinski-s-p-ek/,MD-VARAZDINSKI_S_P_EK,NO,3474,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3181,"Đurđevački Zelenjak",https://drycured.com/recepti-baza/urevacki-zelenjak/,MD-DURDEVACKI_ZELENJAK,NO,3394,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3182,"KINDZIUK (POLJSKO-LITAVSKA SUHA KOBASICA)",https://drycured.com/recepti-baza/kindziuk-poljsko-litavska-suha-kobasica/,MD-KINDZIUK_POLJSKO_LITAVSKA_SUHA_KOBASICA,NO,4086,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3183,"KIEŁBASA WĘDZONA (DIMLJENA POLJSKA KOBASICA)",https://drycured.com/recepti-baza/kiebasa-wedzona-dimljena-poljska-kobasica/,MD-KIE_BASA_W_DZONA_DIMLJENA_POLJSKA_KOBASICA,NO,4003,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3185,"Presunto de Porco Preto (Pršut od Crne Iberijske Svinje)",https://drycured.com/recepti-baza/presunto-de-porco-preto-prsut-od-crne-iberijske-svinje/,MD-PRESUNTO_DE_PORCO_PRETO_PRSUT_OD_CRNE_IBERIJSKE_SVINJE,NO,3415,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3188,"Lountza Kafteri (Λούντζα Καυτερή) - Ljuta dimljena svinjska vratina",https://drycured.com/recepti-baza/lountza-kafteri-ljuta-dimljena-svinjska-vratina/,MD-LOUNTZA_KAFTERI_LJUTA_DIMLJENA_SVINJSKA_VRATINA,YES,3907,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,DCV5_EXISTING
3189,"Posyrti (Ποσυρτή) - Ciparska suha kobasica s divljim biljem",https://drycured.com/recepti-baza/posyrti-ciparska-suha-kobasica-s-divljim-biljem/,MD-POSYRTI_CIPARSKA_SUHA_KOBASICA_S_DIVLJIM_BILJEM,NO,4326,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3190,"Afelia Pastarma (Αφέλια Παστάρμα) - Ciparska marinirana goveđa pisanica",https://drycured.com/recepti-baza/afelia-pastarma-ciparska-marinirana-govea-pisanica/,MD-AFELIA_PASTARMA_CIPARSKA_MARINIRANA_GOVEDA_PISANICA,NO,3964,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3191,"Ofto Lountza (Οφτή Λούντζα) - Ciparska zračno sušena janjetina",https://drycured.com/recepti-baza/ofto-lountza-ciparska-zracno-susena-janjetina/,MD-OFTO_LOUNTZA_CIPARSKA_ZRACNO_SUSENA_JANJETINA,NO,3968,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3192,"Virovski ""Živi Čvarci""",https://drycured.com/recepti-baza/virovski-zivi-cvarci/,MD-VIROVSKI_ZIVI_CVARCI,NO,3613,10,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3193,"Ludbreška ""Tajna Kobasica""",https://drycured.com/recepti-baza/ludbreska-tajna-kobasica/,MD-LUDBRESKA_TAJNA_KOBASICA,NO,4044,9,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3194,"Đurđevački ""Zaboravljeni Š(p)ek""",https://drycured.com/recepti-baza/urevacki-zaboravljeni-s-p-ek/,MD-DURDEVACKI_ZABORAVLJENI_S_P_EK,NO,3490,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3195,"Pregradski ""Šumski Šaptat""",https://drycured.com/recepti-baza/pregradski-sumski-saptat/,MD-PREGRADSKI_SUMSKI_SAPTAT,NO,3480,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3196,"Križevački ""Začinski Vjetar""",https://drycured.com/recepti-baza/krizevacki-zacinski-vjetar/,MD-KRIZEVACKI_ZACINSKI_VJETAR,NO,3449,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3197,"Našički ""Ratarski Sjećaj""",https://drycured.com/recepti-baza/nasicki-ratarski-sjecaj/,MD-NASICKI_RATARSKI_SJECAJ,NO,3465,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3198,"Draževački ""Veteranski Sjećaj""",https://drycured.com/recepti-baza/drazevacki-veteranski-sjecaj/,MD-DRAZEVACKI_VETERANSKI_SJECAJ,NO,3473,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3199,"Kalničkog ""Gorski Trag""",https://drycured.com/recepti-baza/kalnickog-gorski-trag/,MD-KALNICKOG_GORSKI_TRAG,NO,3459,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
3200,"Podravski ""Zaboravljeni Vrbovec""",https://drycured.com/recepti-baza/podravski-zaboravljeni-vrbovec/,MD-PODRAVSKI_ZABORAVLJENI_VRBOVEC,NO,3511,11,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,FALLBACK_TO_STRUCTURE
