post_id,status,title,url,country,category,process,post_content_bytes,full_markdown_bytes,sections_bytes,data_bytes,content_has_markers,meta_has_markers,frontend_checked,frontend_http_code,frontend_bytes,frontend_has_markers,frontend_title_hits,risk_class
3047,publish,"Siglino Messinias – grčka dimljena svinjetina",https://drycured.com/recepti-baza/siglino-messinias/,Grčka,"Dimljeni sušeni cijeli komad",Dimljeno|soljeno|Sušeno,3596,3596,9065,0,YES,YES,YES,200,304478,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3048,private,"Tsigarides – grčki čvarci / mesni pripravak",https://drycured.com/?post_type=dry_recipe&p=3048,Grčka,"Topljeni mesni pripravak",topljeno/prženo,3595,3595,7179,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3049,private,"Llokum Kosove – kosovski mesni delikates",https://drycured.com/?post_type=dry_recipe&p=3049,Kosovo,"Mesni delikates","kuhano/dimljeno prema varijanti",3604,3604,6898,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3050,publish,"Pancetta Maltija – malteška panceta",https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,Malta,"Sušeni dimljeni cijeli komad",soljeno|Sušeno|zreno,3411,3411,7102,0,YES,YES,YES,200,304635,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3051,publish,"Pick Szalámi – mađarski Pick salami",https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,Mađarska,"suha salama","Fermentirano|hladno dimljeno|Sušeno|zreno",4076,4076,7205,0,YES,YES,YES,200,304643,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3052,publish,"Mađarska Kolbász – mađarska kobasica",https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,Mađarska,"Suha kobasica","hladno dimljeno|Sušeno|zreno",4204,4204,7090,0,YES,YES,YES,200,304675,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3053,publish,"Westfälischer Knochenschinken – vestfalska šunka s kosti",https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,Njemačka,"Pršut|sušena šunka","hladno dimljeno|soljeno|Sušeno|zreno",3735,3735,10230,0,YES,YES,YES,200,305111,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3054,private,"Rovinjska kobasica",https://drycured.com/?post_type=dry_recipe&p=3054,Hrvatska,Kobasica,Fermentirano|Sušeno|zreno,2823,2823,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3055,publish,"Salo – ukrajinska slana svinjska slanina",https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,Ukrajina,"Sušeni dimljeni cijeli komad",soljeno|zreno,3596,3596,6132,0,YES,YES,YES,200,304508,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3056,private,"Škotski stovies meat – usoljeno kuhano meso",https://drycured.com/?post_type=dry_recipe&p=3056,"Ujedinjeno Kraljevstvo","Usoljeno kuhano meso",Kuhano|soljeno,3390,3390,11081,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3057,publish,"Belokranjska jagenjčara",https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,Slovenija,"Suha kobasica",Dimljeno|Sušeno,4217,4217,7738,0,YES,YES,YES,200,304519,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3058,publish,"Sobrasada Mallorquina – majorška sobrasada",https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,Španjolska,"Suha kobasica",Fermentirano|Sušeno|zreno,4399,4399,8282,0,YES,YES,YES,200,304925,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3059,private,"Julskinka – švedska božićna šunka",https://drycured.com/?post_type=dry_recipe&p=3059,Švedska,"Pršut|sušena šunka",kuhano/pečeno|salamureno,3523,3523,7521,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3060,publish,"Appenzeller Mostbröckli – švicarska sušena dimljena govedina",https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,Švicarska,"Sušeni dimljeni cijeli komad",Dimljeno|soljeno|Sušeno|zreno,3473,3473,6637,0,YES,YES,YES,200,305032,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3061,publish,"Speck Alto Adige – južnotirolski sušeni dimljeni but",https://drycured.com/recepti-baza/speck-alto-adige-2/,Italija,"Sušeni dimljeni cijeli komad","hladno dimljeno|suho soljeno|Sušeno|zreno",3610,3610,7958,0,YES,YES,YES,200,304480,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3062,private,"Pashtetna – pečena mesna pašteta",https://drycured.com/?post_type=dry_recipe&p=3062,Bugarska,"kuhana jetrena kobasica ili pašteta",hlađeno|pečeno,3601,3601,8211,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3063,publish,"Suxhuk – albanska suha kobasica",https://drycured.com/recepti-baza/suxhuk-albanska-suha-kobasica-2/,Albanija,"Suha kobasica","Fermentirano|opcionalno dimljeno|Sušeno",4129,4129,5304,0,YES,YES,YES,200,304586,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3064,publish,"Proshuta Shqiptare – albanska pršuta",https://drycured.com/recepti-baza/0003-proshuta-shqiptare-albanska-prsuta/,Albanija,"Pršut / sušena šunka","suho soljeno|Sušeno|zreno",2581,2581,5314,0,YES,YES,YES,200,315856,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3065,publish,"Mish i thatë – albanska suha janjetina",https://drycured.com/recepti-baza/mish-i-thate-albanska-suha-janjetina-2/,Albanija,"Sušeni cijeli komad",soljeno|Sušeno|zreno,3521,3521,5072,0,YES,YES,YES,200,304601,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3066,publish,"Kärntner Wurzelspeck – koruški sušeni dimljeni vrat",https://drycured.com/recepti-baza/karntner-wurzelspeck-koruska-korijenska-slanina-2/,Austrija,"Sušeni dimljeni cijeli komad",Dimljeno|soljeno|Sušeno|zreno,3448,3448,6376,0,YES,YES,YES,200,304998,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3067,publish,"Steirischer Rohschinken – štajerska sirova šunka",https://drycured.com/recepti-baza/steirischer-rohschinken-stajerska-sirova-sunka-2/,Austrija,"Sirova šunka","suho soljeno|Sušeno|zreno",3393,3393,6748,0,YES,YES,YES,200,304989,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3068,publish,"Vorarlberger Mostbröckle – vorarlberška dimljena govedina",https://drycured.com/recepti-baza/0010-vorarlberger-mostbrockle-vorarlberska-dimljena-govedina/,Austrija,"Sušena dimljena govedina",Dimljeno|soljeno|Sušeno|zreno,2654,2654,6127,0,YES,YES,YES,200,316479,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3069,publish,"Finska Meetvursti – suha kobasica",https://drycured.com/recepti-baza/finska-meetvursti-suha-kobasica-2/,Finska,"Suha kobasica",Dimljeno|Fermentirano|Sušeno|zreno,4364,4364,12173,0,YES,YES,YES,200,304616,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3070,publish,"Filet d’Anvers – antverpski file",https://drycured.com/recepti-baza/filet-d-anvers-antverpski-file/,Belgija,"Sušeni dimljeni cijeli komad",Dimljeno|soljeno|Sušeno,3436,3436,7663,0,YES,YES,YES,200,304522,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3071,publish,"Lard fumé de Flandre – flamanska dimljena slanina",https://drycured.com/recepti-baza/lard-fume-de-flandre-flamansko-dimljeno-salo-2/,Belgija,"Sušeni dimljeni cijeli komad",Dimljeno|soljeno|Sušeno,3409,3409,7719,0,YES,YES,YES,200,304811,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3072,private,"Saucisse au fromage de Herve – kobasica sa sirom Herve",https://drycured.com/?post_type=dry_recipe&p=3072,Belgija,"Suha kobasica","dimljeno/kuhano prema varijanti",4096,4096,7720,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3073,publish,"Collier fumé de Wallonie – dimljeni svinjski vrat iz Valonije",https://drycured.com/recepti-baza/collier-fume-de-wallonie-dimljeni-svinjski-vrat-iz-valonije-2/,Belgija,"Dimljeni sušeni cijeli komad","hladno dimljeno|soljeno|Sušeno",3775,3775,8344,0,YES,YES,YES,200,305058,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3074,private,"Boudin blanc de Bruxelles – bijela kuhana kobasica iz Bruxellesa",https://drycured.com/?post_type=dry_recipe&p=3074,Belgija,"Suha kobasica","brzo hlađeno|Kuhano",4076,4076,8430,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3075,publish,"Jambon d’Ardenne – ardenska šunka",https://drycured.com/recepti-baza/jambon-d-ardenne-ardenski-prsut/,Belgija,"Pršut|sušena šunka","hladno dimljeno|suho soljeno|Sušeno|zreno",3670,3670,7726,0,YES,YES,YES,200,304571,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3076,private,"Pâté gaumais – gaume pašteta",https://drycured.com/?post_type=dry_recipe&p=3076,Belgija,"kuhana jetrena kobasica ili pašteta",hlađeno|kuhano/pečeno,3631,3631,7910,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3077,private,"Tête pressée – prešana svinjska glava / prezvuršt",https://drycured.com/?post_type=dry_recipe&p=3077,Belgija,hladetina|tlačenica,hlađeno|Kuhano|prešano,3643,3643,9330,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3078,private,"Boulette de Liège – lieške mesne okruglice",https://drycured.com/?post_type=dry_recipe&p=3078,Belgija,"Mesna okruglica / kuhana mesna priprema","nije suhomesnati proizvod|svježe/kuhano",4264,4264,8504,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3081,publish,"SAUCISSON D'ARDENNE (ARDENSKI KULEN)",https://drycured.com/recepti-baza/saucisson-d-ardenne-ardenski-kulen/,Belgija,"Kulen|trajna fermentirana kobasica","fermentacija + dimljenje + sušenje + zrenje",4238,4238,0,0,YES,YES,YES,200,304808,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3082,publish,"НАНИЖЕН СУДЖУК (Nanižen Sudžuk)",https://drycured.com/recepti-baza/nanizen-sudzuk/,Bugarska,"Suha kobasica","fermentacija + sušenje",4172,4172,0,0,YES,YES,YES,200,304868,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3083,publish,"ЕЛЕНСКИ БУТ (Elenski but)",https://drycured.com/recepti-baza/elenski-but/,Bugarska,"suhomesnati proizvod",sušenje,3907,3907,0,0,YES,YES,YES,200,354008,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3084,publish,"СМЯДОВСКА ЛУКАНКА (Smyadovska lukanka)",https://drycured.com/recepti-baza/smyadovska-lukanka/,Bugarska,"Suha kobasica",sušenje,4297,4297,0,0,YES,YES,YES,200,305138,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3085,publish,"СТАРОПЛАНИНСКИ ПАСТЪРМА (Staroplaninska pastrma)",https://drycured.com/recepti-baza/staroplaninska-pastrma/,Bugarska,"Sušeni cijeli komad",sušenje,3646,3646,0,0,YES,YES,YES,200,305356,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3086,publish,"Nadenitsa (Наденица)",https://drycured.com/recepti-baza/nadenitsa/,Hrvatska,"suhomesnati proizvod",,3839,3839,0,0,YES,YES,YES,200,304568,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3087,publish,"Rulopep (Рулопеп)",https://drycured.com/recepti-baza/rulopep/,Hrvatska,"suhomesnati proizvod",,3679,3679,0,0,YES,YES,YES,200,304466,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3088,publish,"Katino Meze (Катино мезе)",https://drycured.com/recepti-baza/katino-meze/,Bugarska,"suhomesnati proizvod",,3678,3678,0,0,YES,YES,YES,200,304600,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3089,publish,"Drobsarma (Дробсарма)",https://drycured.com/recepti-baza/drobsarma/,Hrvatska,"Suha kobasica",,4277,4277,0,0,YES,YES,YES,200,304600,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3090,publish,"Maleshevska Babichka (Малешевска бабичка)",https://drycured.com/recepti-baza/maleshevska-babichka/,Hrvatska,"suhomesnati proizvod",,3957,3957,0,0,YES,YES,YES,200,305179,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3091,publish,"Kraishte Pastarma (Краищенска пастърма)",https://drycured.com/recepti-baza/kraishte-pastarma/,Bugarska,"suhomesnati proizvod",,3928,3928,0,0,YES,YES,YES,200,305154,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3092,publish,"Lukanka (Луканка)",https://drycured.com/recepti-baza/lukanka/,Bugarska,"Suha kobasica",,4035,4035,0,0,YES,YES,YES,200,304450,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3093,publish,"Sudjuk (Суджук)",https://drycured.com/recepti-baza/sudjuk/,Bugarska,"Suha kobasica",,4197,4197,0,0,YES,YES,YES,200,304375,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3094,publish,"Elena filet (Еленски филе)",https://drycured.com/recepti-baza/elena-filet/,Bugarska,"suhomesnati proizvod",,3606,3606,0,0,YES,YES,YES,200,351302,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3095,publish,"Pastarma (Пастърма)",https://drycured.com/recepti-baza/pastarma/,Bugarska,"suhomesnati proizvod",,3457,3457,0,0,YES,YES,YES,200,304508,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3096,publish,"Banski Starec (Бански старец)",https://drycured.com/recepti-baza/banski-starec/,Hrvatska,"Suha kobasica",,4147,4147,0,0,YES,YES,YES,200,304766,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3097,publish,"Lountza (Λούντζα)",https://drycured.com/recepti-baza/lountza/,Grčka/Cipar,"suhomesnati proizvod",sušenje,3796,3796,0,0,YES,YES,YES,200,304479,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3098,publish,"Hiromeri (Χοιρομέρι)",https://drycured.com/recepti-baza/hiromeri/,,"Pršut|sušena šunka",sušenje,3526,3526,0,0,YES,YES,YES,200,304492,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3099,publish,"Tsamarella (Τσαμαρέλλα)",https://drycured.com/recepti-baza/tsamarella/,Grčka/Cipar,"suhomesnati proizvod",sušenje,3603,3603,0,0,YES,YES,YES,200,304606,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3100,publish,"Posyrti (Ποσυρτή)",https://drycured.com/recepti-baza/posyrti/,,"suhomesnati proizvod",,3640,3640,0,0,YES,YES,YES,200,304560,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3101,publish,"Apohtin (Αποχτίν)",https://drycured.com/recepti-baza/apohtin/,Hrvatska,"suhomesnati proizvod",sušenje,3700,3700,0,0,YES,YES,YES,200,304479,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3102,publish,"Lounza (Λούντζα) - Dimljena svinjska potrbušina",https://drycured.com/recepti-baza/lounza-dimljena-svinjska-potrbusina/,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3623,3623,0,0,YES,YES,YES,200,305006,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3103,publish,"Tsamarella (Τσαμαρέλλα) - Sušena kozletina",https://drycured.com/recepti-baza/tsamarella-susena-kozletina/,Grčka/Cipar,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3566,3566,0,0,YES,YES,YES,200,304970,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3104,publish,"Hiromeri (Χοιρομέρι) - Ciparski pršut",https://drycured.com/recepti-baza/hiromeri-ciparski-prsut/,Cipar,"Pršut|sušena šunka","sušenje + zrenje + soljenje/salamurenje",3531,3531,0,0,YES,YES,YES,200,304742,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3105,publish,"Apohti (Απόχτι) - Dimljeni svinjski file",https://drycured.com/recepti-baza/apohti-dimljeni-svinjski-file/,,"suhomesnati proizvod","dimljenje + sušenje + zrenje + soljenje/salamurenje",3633,3633,0,0,YES,YES,YES,200,354626,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3106,publish,"Pastourma (Παστουρμάς) - Ciparski začinjeni sušeni goveđi file",https://drycured.com/recepti-baza/pastourma-ciparski-zacinjeni-suseni-govei-file/,Cipar,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3673,3673,0,0,YES,YES,YES,200,355702,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3107,publish,"?? NIZOZEMSKA - Tradicionalni recepti",https://drycured.com/recepti-baza/nizozemska-tradicionalni-recepti/,Nizozemska,"Suha kobasica",sušenje,3982,3982,0,0,YES,YES,YES,200,304749,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3108,publish,"Crmničke goveđe pastrve",https://drycured.com/recepti-baza/crmnicke-govee-pastrve/,Hrvatska,"suhomesnati proizvod",sušenje,3640,3640,0,0,YES,YES,YES,200,304462,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3109,private,"Bjelopavlićka bumbar-pita",https://drycured.com/?post_type=dry_recipe&p=3109,,"Suha kobasica",sušenje,4120,4120,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3110,publish,"Crnogorski suđuk",https://drycured.com/recepti-baza/crnogorski-suuk/,"Crna Gora","suhomesnati proizvod",sušenje,3483,3483,0,0,YES,YES,YES,200,304319,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3111,private,"Pagaški sir (rijetka regionalna varijanta)",https://drycured.com/?post_type=dry_recipe&p=3111,Hrvatska,"sušeni zreli sir","sušenje + soljenje/salamurenje",3246,3246,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3112,publish,"Medisterpølse (Danska svježa začinjena kobasica)",https://drycured.com/recepti-baza/medisterplse-danska-svjeza-zacinjena-kobasica/,Danska,"Suha kobasica","sušenje + zrenje",4055,4055,0,0,YES,YES,YES,200,305078,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3113,private,"Blodpølse (Danska krvavica)",https://drycured.com/?post_type=dry_recipe&p=3113,Danska,"suhomesnati proizvod",,3729,3729,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3114,publish,"Rullepølse (Danska rolana šunka)",https://drycured.com/recepti-baza/rulleplse-danska-rolana-sunka/,Danska,"Pršut|sušena šunka",,3381,3381,0,0,YES,YES,YES,200,304527,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3115,publish,"Flæskesteg (Danska pečena svinjetina s hrskavom kožom)",https://drycured.com/recepti-baza/flskesteg-danska-pecena-svinjetina-s-hrskavom-kozom/,Danska,"suhomesnati proizvod",,3635,3635,0,0,YES,YES,YES,200,305043,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3116,publish,"Spegepølse (Danska fermentirana kobasica)",https://drycured.com/recepti-baza/spegeplse-danska-fermentirana-kobasica/,Danska,"Suha kobasica","fermentacija + sušenje",4112,4112,0,0,YES,YES,YES,200,304869,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3117,publish,"Irski spiced beef (Začinjeno sušeno goveđe meso)",https://drycured.com/recepti-baza/irski-spiced-beef-zacinjeno-suseno-govee-meso/,Irska,"Sušeni dimljeni cijeli komad","sušenje + soljenje/salamurenje",3765,3765,0,0,YES,YES,YES,200,304833,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3118,publish,"Kasseler pečenka s pireom od jabuka i krupir knedlama",https://drycured.com/recepti-baza/kasseler-pecenka-s-pireom-od-jabuka-i-krupir-knedlama/,Hrvatska,"suhomesnati proizvod",,3865,3865,0,0,YES,YES,YES,200,304887,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3119,private,"Leberkäse s prženim jajima i bavarskim röstijem",https://drycured.com/?post_type=dry_recipe&p=3119,,"suhomesnati proizvod",,3593,3593,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3120,publish,"Rogatički Planinsko-Morski Raritet ""Vjetar i More""",https://drycured.com/recepti-baza/rogaticki-planinsko-morski-raritet-vjetar-i-more/,Hrvatska,"suhomesnati proizvod","fermentacija + sušenje",3662,3662,0,0,YES,YES,YES,200,305058,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3121,publish,"Istarski Morski Pršut ""Neptunov Dar""",https://drycured.com/recepti-baza/istarski-morski-prsut-neptunov-dar/,Hrvatska,"Pršut|sušena šunka","fermentacija + sušenje",3326,3326,0,0,YES,YES,YES,200,304656,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3122,publish,"Potted Beef (konzervirano goveđe meso)",https://drycured.com/recepti-baza/potted-beef-konzervirano-govee-meso/,Hrvatska,"Sušeni dimljeni cijeli komad",,3789,3789,0,0,YES,YES,YES,200,304619,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3123,private,"Tradicionalni engleski Black Pudding (krvavica)",https://drycured.com/?post_type=dry_recipe&p=3123,Hrvatska,"suhomesnati proizvod",sušenje,3885,3885,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3124,publish,"Engleski sušeni goveđi jezik (Potted Ox Tongue)",https://drycured.com/recepti-baza/engleski-suseni-govei-jezik-potted-ox-tongue/,Hrvatska,"suhomesnati proizvod","sušenje + zrenje + soljenje/salamurenje",3872,3872,0,0,YES,YES,YES,200,304820,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3125,publish,"?? Talijansko-toskanski recept za salamu (Salame Toscano)",https://drycured.com/recepti-baza/talijansko-toskanski-recept-za-salamu-salame-toscano/,Italija,"suha salama",,3847,3847,0,0,YES,YES,YES,200,305069,YES,6,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3126,publish,"?? Austrijski recept za Kmetzelsuppe kobasicu",https://drycured.com/recepti-baza/austrijski-recept-za-kmetzelsuppe-kobasicu/,Austrija,"Suha kobasica",,3850,3850,0,0,YES,YES,YES,200,304871,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3127,publish,"Poljska Kiełbasa Lisiecka (Lisiecka Kobasica)",https://drycured.com/recepti-baza/poljska-kiebasa-lisiecka-lisiecka-kobasica/,Poljska,"Suha kobasica","dimljenje + sušenje",4504,4504,0,0,YES,YES,YES,200,304953,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3128,publish,"KYLMÄSAVULOHI (HLADNO DIMLJENI LOSOS)",https://drycured.com/recepti-baza/kylmasavulohi-hladno-dimljeni-losos/,Finska,"dimljena riba","hladno dimljeno",3499,3499,0,0,YES,YES,YES,200,304737,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3129,publish,"Jambon de Bayonne (Bajonska šunka)",https://drycured.com/recepti-baza/jambon-de-bayonne-bajonska-sunka/,Francuska,"Pršut|sušena šunka","soljenje + sušenje + zrenje",3656,3656,0,0,YES,YES,YES,200,304505,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3130,private,"Rillettes du Mans (Pašteta od konfitiranog mesa)",https://drycured.com/?post_type=dry_recipe&p=3130,Hrvatska,"kuhana jetrena kobasica ili pašteta",,3805,3805,0,0,YES,YES,NO,,0,,,OK_OR_NOT_CHECKED
3131,publish,"SAUCISSON SEC D'AUVERGNE",https://drycured.com/recepti-baza/saucisson-sec-d-auvergne/,Hrvatska,"Suha kobasica","fermentacija + sušenje",4281,4281,0,0,YES,YES,YES,200,304565,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3132,publish,"Armatia (Αρματιά)",https://drycured.com/recepti-baza/armatia/,,"suhomesnati proizvod",sušenje,3849,3849,0,0,YES,YES,YES,200,304450,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3133,publish,"Pihti (Πηχτή)",https://drycured.com/recepti-baza/pihti/,,"suhomesnati proizvod",sušenje,3707,3707,0,0,YES,YES,YES,200,304329,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3134,publish,"Kavourmas (Καβουρμάς)",https://drycured.com/recepti-baza/kavourmas/,Hrvatska,"suhomesnati proizvod",,3881,3881,0,0,YES,YES,YES,200,304629,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3135,publish,"Pastourmas (Παστουρμάς)",https://drycured.com/recepti-baza/pastourmas/,,"suhomesnati proizvod",sušenje,3608,3608,0,0,YES,YES,YES,200,354445,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3136,publish,"Loukaniko (Λουκάνικο)",https://drycured.com/recepti-baza/loukaniko/,Grčka/Cipar,"suhomesnati proizvod",sušenje,3865,3865,0,0,YES,YES,YES,200,304629,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3137,publish,"Apaki (Απάκι)",https://drycured.com/recepti-baza/apaki/,,"suhomesnati proizvod",sušenje,3626,3626,0,0,YES,YES,YES,200,304329,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3138,publish,"Noumboulo (Νούμπουλο)",https://drycured.com/recepti-baza/noumboulo/,Grčka/Cipar,"suhomesnati proizvod","dimljenje + sušenje",3875,3875,0,0,YES,YES,YES,200,304629,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3139,publish,"Syglino (Σύγκλινο)",https://drycured.com/recepti-baza/syglino/,Grčka/Cipar,"suhomesnati proizvod",sušenje,3678,3678,0,0,YES,YES,YES,200,304527,YES,2,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3140,publish,"Skirts and Kidneys (Tradicionalna irska marinirana goveđa dijafragma)",https://drycured.com/recepti-baza/skirts-and-kidneys-tradicionalna-irska-marinirana-govea-dijafragma/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3782,3782,0,0,YES,YES,YES,200,305320,YES,7,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3141,publish,"Svið (Dimljena janjeća glava)",https://drycured.com/recepti-baza/svi-dimljena-janjeca-glava/,Hrvatska,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3567,3567,0,0,YES,YES,YES,200,304587,YES,3,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3142,publish,"Heilhornað Hangikjöt (Sušena janjeća rebra)",https://drycured.com/recepti-baza/heilhorna-hangikjot-susena-janjeca-rebra/,Island,"suhomesnati proizvod","dimljenje + sušenje + soljenje/salamurenje",3614,3614,0,0,YES,YES,YES,200,354498,YES,5,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3143,publish,"Torfær​ður Lambahryggur (Zakopana janjeća leđa)",https://drycured.com/recepti-baza/torfrur-lambahryggur-zakopana-janjeca-lea/,Island,"suhomesnati proizvod",sušenje,3715,3715,0,0,YES,YES,YES,200,305016,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
3144,publish,"Selshreifar (Sušeni tuljanovi peraji)",https://drycured.com/recepti-baza/selshreifar-suseni-tuljanovi-peraji/,Hrvatska,"suhomesnati proizvod","sušenje + soljenje/salamurenje",3692,3692,0,0,YES,YES,YES,200,304717,YES,4,OK_PUBLIC_VISIBLE_OR_HAS_MARKERS
