post_id,title,url,post_status,detected_type,confidence,score_ground,score_whole,score_thermal,score_fish,has_granulation,has_fat_handling,has_casing,has_brine_or_cure,has_thermal_process,has_thermal_params,has_cold_chain,has_smoking,has_drying,has_aging,has_phase_time_or_params,has_nitrite,has_nitrite_note,has_fallback_internal,has_problem_signal,has_solution_signal,public_fetch_status,public_fetch_error,audit_status,public_update_gate,block_reasons,v1_1_final_type,v1_1_type_source,v1_1_type_reason,v1_1_public_update_gate,v1_1_block_reasons,v1_1_work_priority
3012,Privatno: Dalmatinska dimljena slanina,https://drycured.com/?post_type=dry_recipe&p=3012,private,NEEDS_CLASSIFICATION,none,0,1,0,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:slanina,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3013,Privatno: Istarska špaleta (suha plećka),https://drycured.com/?post_type=dry_recipe&p=3013,private,WHOLE_CUT,low,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3014,Privatno: Zagorska dimljena šunka,https://drycured.com/?post_type=dry_recipe&p=3014,private,WHOLE_CUT,low,0,2,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,,,TYPE_CONFLICT_NEEDS_REVIEW,FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:sunka,dimljena sunka",FAIL,WHOLE_CUT_MISSING_CURE_OR_BRINE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3015,Privatno: Međimurska šunka,https://drycured.com/?post_type=dry_recipe&p=3015,private,NEEDS_CLASSIFICATION,none,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,1,0,0,,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:sunka,FAIL,NEEDS_CLASSIFICATION;PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3016,Privatno: Zagorska tlačenica,https://drycured.com/?post_type=dry_recipe&p=3016,private,THERMAL_PROCESSED,medium,3,0,4,0,0,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT;PROBLEM_WITHOUT_SOLUTION_SIGNAL,THERMAL_PROCESSED,KEEP,THERMAL_TITLE:tlacenica,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT;PROBLEM_WITHOUT_SOLUTION_SIGNAL,C_NONPUBLIC_BLOCKED
3017,Privatno: Gospićka suha plećka,https://drycured.com/?post_type=dry_recipe&p=3017,private,WHOLE_CUT,medium,0,3,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3018,Privatno: Banovinska tlačenica,https://drycured.com/?post_type=dry_recipe&p=3018,private,THERMAL_PROCESSED,medium,5,0,4,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,THERMAL_PROCESSED,KEEP,THERMAL_TITLE:tlacenica,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3020,Privatno: Albanska proshutë / sušena šunka – kategorijski radni zapis,https://drycured.com/?post_type=dry_recipe&p=3020,private,WHOLE_CUT,high,4,6,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:sunka,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3021,Privatno: Vorarlberger Mostbröckle – sušena i dimljena govedina,https://drycured.com/?post_type=dry_recipe&p=3021,private,GROUND_MEAT_OR_CASING,high,5,3,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3022,Privatno: Westfälischer Schinken s krumpirom u ljusci i hrenom,https://drycured.com/?post_type=dry_recipe&p=3022,private,WHOLE_CUT,high,7,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:schinken,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3023,Privatno: Bonus: Pfefferbeis s prženim krumpirom i umkom od kiselog vrhnja,https://drycured.com/?post_type=dry_recipe&p=3023,private,GROUND_MEAT_OR_CASING,high,9,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3024,Irska dimljena kobasica (Smoked Sausage),https://drycured.com/recepti-baza/irska-dimljena-kobasica-smoked-sausage/,publish,GROUND_MEAT_OR_CASING,high,9,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3025,Pršuta e Kosovës (Kosovska pršuta),https://drycured.com/recepti-baza/prsuta-e-kosoves-kosovska-prsuta-2/,publish,WHOLE_CUT,high,7,8,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:prsut,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3026,Scharfe Edelrohwurst s povrćem na žaru,https://drycured.com/recepti-baza/scharfe-edelrohwurst-s-povrcem-na-zaru/,publish,GROUND_MEAT_OR_CASING,high,9,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3027,ENGADINER HATECLETT (SUŠENI KOZJI BUT),https://drycured.com/recepti-baza/engadiner-hateclett-suseni-kozji-but-2/,publish,GROUND_MEAT_OR_CASING,high,9,5,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,200,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,RECLASSIFY,CALIBRATION_ACCEPTED:TITLE_WHOLE_CUT_SIGNAL:but,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,A_PUBLIC_BLOCKED
3028,ZUGER HIRSCHTROCKENWURST (KOBASICA OD JELENA IZ ZUGA),https://drycured.com/recepti-baza/zuger-hirschtrockenwurst-kobasica-od-jelena-iz-zuga-2/,publish,GROUND_MEAT_OR_CASING,high,10,5,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3029,Tiroler Speck – tirolski sušeni dimljeni svinjski but,https://drycured.com/recepti-baza/tiroler-speck-tirolska-slanina-2/,publish,WHOLE_CUT,high,5,6,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:speck,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3030,Waldviertler Hirschsalami – salama od jelena iz Waldviertela,https://drycured.com/recepti-baza/waldviertler-hirschsalami-salama-od-jelena-iz-waldviertela-2/,publish,GROUND_MEAT_OR_CASING,high,9,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3031,Privatno: Austrijska Käsekrainer – kobasica sa sirom,https://drycured.com/?post_type=dry_recipe&p=3031,private,GROUND_MEAT_OR_CASING,high,7,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3032,Mađarska Gyulai Kolbász – Gyulai kobasica,https://drycured.com/recepti-baza/maarska-gyulai-kolbasz-gyulai-kobasica/,publish,GROUND_MEAT_OR_CASING,high,8,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3033,Lukanka iz Panagyurishte – bugarska prešana suha kobasica,https://drycured.com/recepti-baza/lukanka-iz-panagyurishte/,publish,GROUND_MEAT_OR_CASING,high,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3034,Privatno: Banska Kapama – bugarski mesni specijalitet,https://drycured.com/?post_type=dry_recipe&p=3034,private,GROUND_MEAT_OR_CASING,high,8,1,5,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
3035,Strandzhansko Dyado – bugarski sušeni punjeni proizvod,https://drycured.com/recepti-baza/strandzhansko-dyado/,publish,GROUND_MEAT_OR_CASING,high,10,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3036,Privatno: Srednogorska Kaska – bugarski punjeni mesni proizvod,https://drycured.com/?post_type=dry_recipe&p=3036,private,GROUND_MEAT_OR_CASING,high,7,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
3037,Dobrudzhanski Babek – bugarski sušeni babek,https://drycured.com/recepti-baza/dobrudzhanski-babek/,publish,GROUND_MEAT_OR_CASING,high,9,2,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3038,Grčki Loukaniko – tradicionalna grčka kobasica,https://drycured.com/recepti-baza/grcka-tradicionalni-recepti-za-loukaniko-2/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,NEEDS_CLASSIFICATION,BLOCK,NOISE_OR_COLLECTION:grcka,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,A_PUBLIC_BLOCKED
3039,Joulukinkku – finska božićna šunka,https://drycured.com/recepti-baza/joulukinkku-bozicna-sunka-2/,publish,WHOLE_CUT,high,6,9,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:sunka,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3040,Privatno: Palvikinkku – finska dimljena šunka,https://drycured.com/?post_type=dry_recipe&p=3040,private,WHOLE_CUT,high,6,10,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:sunka,dimljena sunka",FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3041,Saucisson Sec – francuska suha kobasica,https://drycured.com/recepti-baza/saucisson-sec-suha-kobasica-2/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,NEEDS_CLASSIFICATION,BLOCK,NOISE_OR_COLLECTION:francuska,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,A_PUBLIC_BLOCKED
3042,Jésus de Lyon – debela suha kobasica,https://drycured.com/recepti-baza/jesus-de-lyon-debela-suha-kobasica/,publish,GROUND_MEAT_OR_CASING,high,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,200,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,B_PUBLIC_REVIEW_READY
3043,Privatno: Cervelas de Lyon – lionska kobasica,https://drycured.com/?post_type=dry_recipe&p=3043,private,GROUND_MEAT_OR_CASING,high,10,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3044,Jésus de Lyon – velika lionska suha kobasica,https://drycured.com/recepti-baza/jesus-de-lyon-2/,publish,GROUND_MEAT_OR_CASING,high,9,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3045,Rosette de Lyon – lionska suha kobasica,https://drycured.com/recepti-baza/rosette-de-lyon-2/,publish,GROUND_MEAT_OR_CASING,high,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3046,Privatno: Rillettes du Mans – kuhani mesni namaz,https://drycured.com/?post_type=dry_recipe&p=3046,private,THERMAL_PROCESSED,medium,5,3,4,1,0,0,1,1,1,1,1,0,1,0,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
3047,Siglino Messinias – grčka dimljena svinjetina,https://drycured.com/recepti-baza/siglino-messinias/,publish,WHOLE_CUT,high,5,7,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,NEEDS_CLASSIFICATION,BLOCK,NOISE_OR_COLLECTION:grcka,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT;NEEDS_CLASSIFICATION,A_PUBLIC_BLOCKED
3048,Privatno: Tsigarides – grčki čvarci / mesni pripravak,https://drycured.com/?post_type=dry_recipe&p=3048,private,GROUND_MEAT_OR_CASING,high,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
3049,Privatno: Llokum Kosove – kosovski mesni delikates,https://drycured.com/?post_type=dry_recipe&p=3049,private,GROUND_MEAT_OR_CASING,high,8,3,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,GROUND_MEAT_OR_CASING,KEEP,,PASS,,D_NONPUBLIC_REVIEW_READY
3050,Pancetta Maltija – malteška panceta,https://drycured.com/recepti-baza/maltezanska-panceta-pancetta-maltija-2/,publish,WHOLE_CUT,high,5,7,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:pancetta,panceta",FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3051,Pick Szalámi – mađarski Pick salami,https://drycured.com/recepti-baza/maarski-pick-salami-pick-szalami/,publish,GROUND_MEAT_OR_CASING,high,9,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3052,Mađarska Kolbász – mađarska kobasica,https://drycured.com/recepti-baza/maarska-kobasica-kolbasz/,publish,GROUND_MEAT_OR_CASING,high,8,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3053,Westfälischer Knochenschinken – vestfalska šunka s kosti,https://drycured.com/recepti-baza/westfalischer-knochenschinken-vestfalska-sunka-s-kosti/,publish,WHOLE_CUT,high,5,8,0,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,"WHOLE_CUT_TITLE:schinken,sunka",FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3054,Privatno: Rovinjska kobasica,https://drycured.com/?post_type=dry_recipe&p=3054,private,GROUND_MEAT_OR_CASING,high,8,1,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,GROUND_MISSING_FAT_HANDLING;PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_FAT_HANDLING;PUBLIC_OR_META_INTERNAL_TEXT_HIT,C_NONPUBLIC_BLOCKED
3055,Salo – ukrajinska slana svinjska slanina,https://drycured.com/recepti-baza/salo-slana-svinjeca-slanina/,publish,WHOLE_CUT,high,5,7,0,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:slanina,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3056,Privatno: Škotski stovies meat – usoljeno kuhano meso,https://drycured.com/?post_type=dry_recipe&p=3056,private,GROUND_MEAT_OR_CASING,high,6,4,4,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE,GROUND_MEAT_OR_CASING,KEEP,,FAIL,GROUND_MISSING_GRANULATION;GROUND_MISSING_FAT_HANDLING;NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3057,Belokranjska jagenjčara,https://drycured.com/recepti-baza/belokranjska-jagenjcara-2/,publish,GROUND_MEAT_OR_CASING,high,9,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3058,Sobrasada Mallorquina – majorška sobrasada,https://drycured.com/recepti-baza/sobrasada-mallorquina-majorska-sobrasada-2/,publish,GROUND_MEAT_OR_CASING,high,8,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,GROUND_MEAT_OR_CASING,KEEP,,FAIL,PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3059,Privatno: Julskinka – švedska božićna šunka,https://drycured.com/?post_type=dry_recipe&p=3059,private,THERMAL_PROCESSED,medium,5,9,4,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,,,TYPE_PASS_MISSING_FIELDS,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,WHOLE_CUT,RECLASSIFY,WHOLE_CUT_TITLE:sunka,FAIL,NITRITE_WITHOUT_SAFETY_NOTE,C_NONPUBLIC_BLOCKED
3060,Appenzeller Mostbröckli – švicarska sušena dimljena govedina,https://drycured.com/recepti-baza/appenzeller-mostbrockli-dimljena-govedina/,publish,NEEDS_CLASSIFICATION,low,5,5,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,NEEDS_CLASSIFICATION,FAIL,NEEDS_CLASSIFICATION;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,NEEDS_CLASSIFICATION,KEEP,,FAIL,NEEDS_CLASSIFICATION;NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3061,Speck Alto Adige – južnotirolski sušeni dimljeni but,https://drycured.com/recepti-baza/speck-alto-adige-2/,publish,WHOLE_CUT,high,5,6,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,200,,TYPE_PASS_PUBLIC_TEXT_BLOCKED,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,WHOLE_CUT,KEEP,WHOLE_CUT_TITLE:speck,FAIL,NITRITE_WITHOUT_SAFETY_NOTE;PUBLIC_OR_META_INTERNAL_TEXT_HIT,A_PUBLIC_BLOCKED
3062,Privatno: Pashtetna – pečena mesna pašteta,https://drycured.com/?post_type=dry_recipe&p=3062,private,THERMAL_PROCESSED,high,8,1,7,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,,,TYPE_PASS_READY_FOR_SOURCE_DOSSIER,PASS,,THERMAL_PROCESSED,KEEP,THERMAL_TITLE:pasteta,PASS,,D_NONPUBLIC_REVIEW_READY
